Date,Paradise (679) Precipitation Accumulation (in) Start of Day Values,Paradise (679) Precipitation Increment (in),Paradise (679) Precipitation Increment - Snow-adj (in),Paradise (679) Air Temperature Average (degF),Paradise (679) Air Temperature Minimum (degF),Paradise (679) Air Temperature Maximum (degF),Paradise (679) Soil Moisture Percent -2in (pct) Start of Day Values,Paradise (679) Soil Moisture Percent -4in (pct) Start of Day Values,Paradise (679) Soil Moisture Percent -8in (pct) Start of Day Values,Paradise (679) Soil Moisture Percent -20in (pct) Start of Day Values,Paradise (679) Snow Density (pct) Start of Day Values,Paradise (679) Snow Water Equivalent (in) Start of Day Values,Paradise (679) Snow Depth (in) Start of Day Values,Paradise (679) Snow Rain Ratio (unitless),Paradise (679) Real Dielectric Constant -2in (unitless) Start of Day Values
1/22/20,51.6,1.5,2.3,33,28,37,24.6,26.6,34,34.4,36,39.6,110,153,
1/23/20,53.1,3.5,3.5,37,34,38,24.5,26.5,34.1,34.3,34.9,41.9,120,0,
1/24/20,56.6,0.3,0.3,33,32,35,24.8,27.5,35.1,35,38.7,41.4,107,0,
1/25/20,56.9,0.7,0.7,34,32,40,25.2,27.7,34.8,34.8,37.4,41.1,110,71,
1/26/20,57.6,0.7,0.9,33,30,37,25.3,27.5,34.9,34.9,40,41.6,104,129,
1/27/20,58.3,0.7,1.9,31,25,36,25.1,27.5,34.8,34.6,37.9,42.5,112,271,
1/28/20,59,1.4,1.4,33,30,36,25.2,27.5,34.7,34.6,37.3,44.4,119,64,
1/29/20,60.4,0.4,1.6,32,27,34,25.2,27.4,34.6,34.5,36.2,45.3,125,400,
1/30/20,60.8,2.2,2.2,33,24,43,25.2,27.4,34.7,34.6,37.5,46.9,125,18,
1/31/20,63,2.2,2.2,40,38,42,25.2,27.4,34.5,34.4,37.5,47.3,126,68,
2/1/20,65.2,1.1,1.1,31,20,40,29.7,29.7,35.8,36.1,42.8,48.8,114,0,
2/2/20,66.3,0.2,0.2,21,17,28,29.4,30,35.7,35.9,46.1,48.4,105,0,
2/3/20,66.5,0.2,0.2,21,19,26,28.1,29.3,35.5,35.4,47.1,47.6,101,100,
2/4/20,66.7,1.9,1.9,23,17,30,27.7,29,35.3,35.4,45.5,47.8,105,100,
2/5/20,68.6,6,6.2,32,30,34,27.3,28.8,35.2,35.1,41.8,49.7,119,103,
2/6/20,74.6,5.5,5.5,34,32,34,27,28.5,35.1,35.1,42,55.9,133,100,
2/7/20,80.1,1.4,1.4,33,28,35,27.5,28.7,35.4,35.1,43.9,61.4,140,100,
2/8/20,81.5,1.6,1.6,28,26,34,29,29.4,35.5,35.4,44.5,62.8,141,100,
2/9/20,83.1,0.1,0.2,26,20,33,28.6,29.4,35.5,35.3,44.1,64.4,146,200,
2/10/20,83.2,0,0.3,29,22,43,28.3,29.3,35.5,35.1,46.1,64.6,140,,
2/11/20,83.2,0.2,0.4,31,27,35,27.9,29.1,35.5,35.1,45.7,64.9,142,200,
2/12/20,83.4,0.1,0.3,30,23,41,27.6,29,35.3,35,47,65.3,139,300,
2/13/20,83.5,0.4,0.6,29,24,34,27.5,28.8,35.3,34.9,47.5,65.6,138,150,
2/14/20,83.9,1,1,26,25,30,27.3,28.5,35.1,35,48,66.2,138,100,
2/15/20,84.9,1.8,2.1,28,25,31,27.1,28.4,35.1,34.8,46.7,67.2,144,117,
2/16/20,86.7,0.6,1.1,25,22,30,26.9,28.4,35.1,34.8,43.3,69.3,160,183,
2/17/20,87.3,0.1,0.5,24,17,30,26.9,28.3,34.9,34.7,44,70.4,160,500,
2/18/20,87.4,0,0.1,22,13,30,26.8,28.3,35,34.8,44.3,70.9,160,,
2/19/20,87.4,0,0.3,27,22,33,26.7,28.2,34.9,34.7,44.7,71,159,,
2/20/20,87.4,0,0.1,31,23,42,26.7,28.1,34.9,34.8,45.1,71.3,158,,
2/21/20,87.4,0,0.2,33,28,42,26.6,28,34.8,34.6,45.5,71.4,157,,
2/22/20,87.4,0.1,0.1,31,26,41,26.5,27.9,34.7,34.7,45.9,71.6,156,100,
2/23/20,87.5,1,2.1,27,24,32,26.4,27.8,34.8,34.7,46.9,71.7,153,210,
2/24/20,88.5,0.1,0.4,24,21,28,26.4,27.7,34.7,34.6,45.6,73.8,162,400,
2/25/20,88.6,0,0.2,33,22,44,26.4,27.6,34.7,34.6,46.1,74.2,161,,
2/26/20,88.6,0,0.3,32,28,35,26.2,27.7,34.6,34.6,46.5,74.4,160,,
2/27/20,88.6,0,0.2,35,27,50,26.2,27.7,34.8,34.7,47,74.7,159,,
2/28/20,88.6,0.2,0.5,36,26,51,26.1,27.6,34.7,34.5,47.7,74.9,157,250,
2/29/20,88.8,0.5,1.3,25,19,30,26.1,27.5,34.7,34.5,48,75.4,157,260,
3/1/20,89.3,0.1,0.1,22,14,33,26.2,27.5,34.7,34.5,46.2,76.7,166,0,
3/2/20,89.4,0.1,1.6,30,23,34,26,27.5,34.7,34.4,47.1,76.7,163,1600,
3/3/20,89.5,0,0.8,33,31,37,26.1,27.5,34.6,34.5,46.3,78.3,169,,
3/4/20,89.5,0.2,0.2,29,24,37,25.9,27.3,34.6,34.5,47.1,79.1,168,50,
3/5/20,89.7,0.1,0.2,34,29,48,25.9,27.4,34.7,34.5,48,79.2,165,200,
3/6/20,89.8,0.3,0.3,32,28,35,25.9,27.5,34.5,34.5,47.8,79.4,166,100,
3/7/20,90.1,0.2,0.2,27,22,36,26,27.3,34.6,34.5,47.7,79.7,167,100,
3/8/20,90.3,0.2,0.2,25,17,37,25.9,27.3,34.5,34.4,47.8,79.9,167,100,
3/9/20,90.5,0.1,0.1,26,14,41,25.9,27.2,34.6,34.3,48.3,80.1,166,100,
3/10/20,90.6,0.1,0.1,30,23,35,25.9,27.2,34.5,34.5,48.6,80.2,165,100,
3/11/20,90.7,0.1,0.1,31,26,40,25.9,27.1,34.5,34.5,49.3,80.3,163,100,
3/12/20,90.8,0.2,0.2,28,23,40,25.9,27.1,34.5,34.3,49.6,80.4,162,100,
3/13/20,91,0.5,0.5,25,23,30,25.9,27.1,34.4,34.4,50.1,80.6,161,100,
3/14/20,91.5,0.5,0.5,18,15,24,25.8,27,34.3,34.4,49.5,81.1,164,100,
3/15/20,92,0.1,0.1,23,15,34,25.8,27.1,34.4,34.4,47.4,81.6,172,100,
3/16/20,92.1,0.2,0.2,36,27,47,25.6,26.9,34.5,34.4,48.3,81.7,169,100,
3/17/20,92.3,0.1,0.1,36,28,48,25.7,27,34.4,34.4,48.5,81.9,169,0,
3/18/20,92.4,0.7,0.7,35,28,46,25.7,27,34.4,34.4,48.9,81.7,167,0,
3/19/20,93.1,0,0,38,29,52,25.7,27,34.4,34.3,49.1,81,165,,
3/20/20,93.1,0,0,37,30,49,25.6,27,34.5,34.4,49.3,80.9,164,,
3/21/20,93.1,0,0.2,35,28,47,25.7,27,34.5,34.3,49.9,80.9,162,,
3/22/20,93.1,0,0.2,38,28,51,25.6,27,34.5,34.4,50.7,81.1,160,,
3/23/20,93.1,0.3,0.7,29,26,38,25.7,27,34.4,34.5,51.1,81.3,159,233,
3/24/20,93.4,0.4,0.8,28,24,37,25.9,27.1,34.5,34.2,51.6,82,159,200,
3/25/20,93.8,0.5,0.6,27,24,34,25.8,27.1,34.5,34.4,49.3,82.8,168,120,
3/26/20,94.3,0.2,0.2,27,23,36,26,27.2,34.5,34.4,49.6,83.4,168,50,
3/27/20,94.5,0.1,0.7,30,26,35,26,27.2,34.6,34.5,50,83.5,167,700,
3/28/20,94.6,0.7,1,33,31,37,25.9,27.3,34.5,34.4,49.8,84.2,169,143,
3/29/20,95.3,0.7,1,33,31,38,26,27.4,34.5,34.5,49,85.2,174,143,
3/30/20,96,0.5,1.8,28,26,32,26,27.2,34.4,34.4,49.8,86.2,173,360,
3/31/20,96.5,1.1,1.1,27,22,38,26,27.2,34.5,34.5,46.1,88,191,91,
4/1/20,97.6,0.3,0.3,27,20,41,25.9,27.1,34.4,34.3,46.1,89,193,67,
4/2/20,97.9,0,0.2,25,20,36,26,27.1,34.5,34.4,47.2,89.2,189,,
4/3/20,97.9,0,0.2,23,20,28,25.9,27.1,34.5,34.4,47.6,89.4,188,,
4/4/20,97.9,0.1,0.3,27,22,35,25.8,27,34.4,34.5,48.4,89.6,185,300,
4/5/20,98,0.8,0.8,34,26,44,25.9,27,34.4,34.4,49.1,89.9,183,12,
4/6/20,98.8,0,0,34,28,45,25.8,27,34.4,34.5,49.5,90,182,,
4/7/20,98.8,0,0,33,25,47,25.8,26.9,34.4,34.4,50.2,89.9,179,,
4/8/20,98.8,0,0,43,31,58,25.6,27.1,34.3,34.4,50.7,89.8,177,,
4/9/20,98.8,0,0,47,38,59,25.8,27,34.4,34.3,51.5,89.6,174,,
4/10/20,98.8,0,0,43,35,54,25.7,27.1,34.4,34.5,51.7,89.4,173,,
4/11/20,98.8,0,0,33,28,39,25.7,27,34.4,34.4,52.8,89.2,169,,
4/12/20,98.8,0,0,34,28,45,26.3,27.5,34.7,34.4,53.4,89.2,167,,
4/13/20,98.8,0,0,36,25,49,27,28,34.9,34.5,53.4,89.1,167,,
4/14/20,98.8,0,0,39,29,53,27.1,28.2,35,34.7,53.6,89,166,,
4/15/20,98.8,0,0,37,33,47,27.2,28.1,35,34.6,53.8,88.8,165,,
4/16/20,98.8,0,0,41,34,50,27.1,28.2,34.9,34.6,54.4,88.7,163,,
4/17/20,98.8,0,0,44,35,59,27.5,28.5,35.1,34.9,54.7,88.6,162,,
4/18/20,98.8,0.2,0.2,37,34,41,28.1,29,35.5,34.9,55,88.6,161,0,
4/19/20,99,0,0,38,33,48,28.7,29.4,35.6,35.2,55.2,88.4,160,,
4/20/20,99,0,0,42,35,54,28.5,29.5,35.6,35.2,55.9,88.4,158,,
4/21/20,99,0,0,36,33,44,29,29.8,35.7,35.5,56.7,88.4,156,,
4/22/20,99,0.9,0.9,37,34,40,29.5,30,35.8,35.8,56.7,88.4,156,0,
4/23/20,99.9,0.4,0.4,36,32,43,29.6,30.2,36,35.9,57,88.4,155,25,
4/24/20,100.3,0.1,0.1,38,33,45,30.7,30.8,36.1,36.1,57.1,88.5,155,0,
4/25/20,100.4,0.6,0.6,38,32,44,30.3,30.6,36.1,35.9,57.8,88.4,153,0,
4/26/20,101,0.2,0.2,38,29,51,31.8,31.7,36.3,36.7,58.1,88.3,152,0,
4/27/20,101.2,0.4,0.4,37,32,44,30.9,31.2,36.1,36.2,58,88.1,152,25,
4/28/20,101.6,0,0,43,31,53,31.5,31.6,36.3,36.4,58.8,88.2,150,,
4/29/20,101.6,0.4,0.4,48,38,60,31,31.3,36.2,36.3,59.1,88,149,0,
4/30/20,102,0.1,0.1,35,28,41,31.9,32.1,36.5,36.8,59.8,87.9,147,0,
5/1/20,102.1,0.1,0.1,38,28,51,31.9,32,36.4,36.6,60.6,87.8,145,0,
5/2/20,102.2,0.7,0.7,38,30,45,31.3,31.6,36.3,36.4,60.5,87.7,145,0,
5/3/20,102.9,0.5,0.5,32,26,42,32.4,32.5,36.6,36.9,60.9,87.7,144,0,
5/4/20,103.4,0,0,37,23,50,31.5,31.8,36.4,36.4,60.4,87.6,145,,
5/5/20,103.4,0.2,0.2,44,36,56,30.7,31.2,36.2,36.1,60.1,87.1,145,0,
5/6/20,103.6,0.4,0.4,33,28,39,30.4,31,36.3,36,60.9,87.1,143,0,
5/7/20,104,0,0,41,25,52,31.6,31.8,36.5,36.4,60.4,87,144,,
5/8/20,104,0,0,48,42,55,31.4,31.5,36.4,36.2,60.7,86.8,143,,
5/9/20,104,0,0,52,45,59,33.5,33.2,37.3,37.6,62.4,86.7,139,,
5/10/20,104,0,0,53,49,60,34,33.9,37.5,37.6,64.1,86.6,135,,
5/11/20,104,0,0,47,37,54,34.4,34.3,37.5,37.7,66,86.4,131,,
5/12/20,104,0.4,0.4,40,36,46,34,33.9,37.3,37.3,65.6,84.6,129,0,
5/13/20,104.4,0.3,0.3,38,35,46,34,33.8,37.3,37.2,65.6,84,128,0,
5/14/20,104.7,0,0,38,34,48,34.1,33.9,37.3,37.2,66,83.2,126,,
5/15/20,104.7,0.1,0.1,40,35,49,33.7,33.5,37.2,37,66.5,82.5,124,0,
5/16/20,104.8,0.8,0.8,42,38,47,34,33.7,37.2,37.1,66,81.8,124,62,
5/17/20,105.6,0.2,0.2,41,36,50,34.1,33.8,37.2,37,67.5,82.3,122,0,
5/18/20,105.8,0,0,42,36,51,34.4,34.1,37.3,37.2,68.3,81.3,119,,
5/19/20,105.8,0,0,39,36,43,33.8,33.4,37,36.7,68.9,80.6,117,,
5/20/20,105.8,0.4,0.4,37,34,40,34,33.5,37,36.8,69.6,80,115,0,
5/21/20,106.2,0.5,0.9,33,31,37,34.3,33.9,37.1,37,68.6,79.6,116,180,
5/22/20,106.7,0.6,0.6,34,31,37,33.5,33.1,36.8,36.5,68.2,80.5,118,0,
5/23/20,107.3,0.2,0.2,37,32,47,32.7,32.3,36.5,36.1,68.8,80.5,117,0,
5/24/20,107.5,0,0,44,34,56,32.3,31.9,36.4,35.9,68.1,80.4,118,,
5/25/20,107.5,0.2,0.2,44,42,47,33.2,32.5,36.7,36.2,69.8,80.3,115,0,
5/26/20,107.7,0.1,0.1,44,38,51,34.3,33.7,37.1,36.9,70.3,80.1,114,0,
5/27/20,107.8,0,0,53,37,63,34.8,33.9,37.1,37.1,71.6,78.8,110,,
5/28/20,107.8,0,0,58,52,69,35.1,34.2,37.2,37.2,71.1,77.5,109,,
5/29/20,107.8,0,0,60,51,71,35.5,34.6,37.3,37.4,72,76.3,106,,
5/30/20,107.8,1.3,1.3,47,35,62,35.8,34.7,37.4,37.5,74.3,74.3,100,0,
5/31/20,109.1,0.1,0.1,36,33,39,36.2,35.1,37.5,37.6,74.1,73.4,99,0,
6/1/20,109.2,0,0,40,32,51,35,33.8,37,36.7,74.4,72.9,98,,
6/2/20,109.2,0,0,44,36,57,35.3,33.9,37.1,36.8,75.1,72.1,96,,
6/3/20,109.2,0,0,44,35,56,35.5,34.2,37.1,36.9,74.8,71.1,95,,
6/4/20,109.2,0,0,41,37,52,35.9,34.5,37.2,37.2,76,69.9,92,,
6/5/20,109.2,0,0,45,36,54,35.8,34.5,37.2,37.1,76.3,69.4,91,,
6/6/20,109.2,0.2,0.2,37,33,45,35.7,34.3,37.2,37,76,68.4,90,0,
6/7/20,109.4,0.3,0.3,36,33,42,35.7,34.2,37.1,36.8,77.4,68.1,88,0,
6/8/20,109.7,0.1,0.1,36,33,41,35.4,34,37,36.7,77.3,68,88,0,
6/9/20,109.8,1.5,1.5,41,35,46,35.7,34.2,37.1,36.8,78.3,67.3,86,0,
6/10/20,111.3,0,0,48,42,59,36.6,35,37.5,37.6,79.2,66.5,84,,
6/11/20,111.3,0.2,0.2,48,44,56,36.6,34.9,37.4,37.4,79,64.8,82,0,
6/12/20,111.5,0.2,0.2,43,37,52,36.6,34.9,37.3,37.3,80.1,64.1,80,0,
6/13/20,111.7,0.3,0.3,36,33,43,36.4,34.7,37.2,37.1,82.1,63.2,77,0,
6/14/20,112,0.3,0.3,37,32,45,36.4,34.6,37.2,37,81.4,62.7,77,33,
6/15/20,112.3,1.2,1.2,38,35,42,36,34.1,37,36.6,81.6,62.8,77,0,
6/16/20,113.5,0.1,0.1,38,34,44,36.9,35,37.4,37.3,81.2,61.7,76,0,
6/17/20,113.6,0,0,42,36,50,36.8,34.9,37.3,37.1,83.1,61.5,74,,
6/18/20,113.6,0,0,51,38,64,36.8,34.8,37.2,37,86.4,60.5,70,,
6/19/20,113.6,0,0,57,47,69,38.2,35.6,37.6,37.6,84.8,58.5,69,,
6/20/20,113.6,0.2,0.2,49,43,56,38.2,35.7,37.6,37.6,88.9,56.9,64,0,
6/21/20,113.8,0,0,45,41,50,38.1,35.7,37.5,37.5,91,55.5,61,,
6/22/20,113.8,0,0,55,40,67,37.9,35.4,37.4,37.2,90,54.9,61,,
6/23/20,113.8,0,0,62,53,75,39,36.3,37.8,37.7,91.9,52.4,57,,
6/24/20,113.8,0,0,54,46,63,39.2,36.6,37.8,37.7,94.3,50,53,,
6/25/20,113.8,0,0,55,43,67,39.2,37.2,37.8,37.6,,47.7,47,,
6/26/20,113.8,0,0,56,48,68,39.4,37.8,37.9,37.7,99.1,45.6,46,,
6/27/20,113.8,0.1,0.1,44,36,53,39.7,38.1,38,37.7,98.9,43.5,44,0,
6/28/20,113.9,0.1,0.1,40,35,44,39.6,37.9,37.9,37.5,,41.7,41,0,
6/29/20,114,0,0,47,39,58,39.4,37.5,37.7,37.3,,41.5,39,,
6/30/20,114,0.2,0.2,42,37,51,39.5,38,37.9,37.6,,39.3,34,0,
7/1/20,114.2,0.2,0.2,40,36,46,39.2,37.9,37.9,37.4,,38.2,30,0,
7/2/20,114.4,0,0,41,37,47,39.1,38.1,37.9,37.6,,37.2,32,,
7/3/20,114.4,0,0,45,38,54,38.4,37.6,37.7,37.3,,36.7,28,,
7/4/20,114.4,0,0,46,41,57,38.1,37.7,37.9,37.5,,35.6,30,,
7/5/20,114.4,0,0,48,40,60,37.7,37.7,38,37.6,,33.2,27,,
7/6/20,114.4,0,0,47,41,59,37.4,37.6,37.9,37.6,,31.3,20,,
7/7/20,114.4,0,0,44,39,52,36.5,37.1,37.8,37.5,,29.5,18,,
7/8/20,114.4,0,0,46,41,56,35.6,36.5,37.6,37.4,,27.7,15,,
7/9/20,114.4,0,0,46,43,52,34.6,35.8,37.4,37.2,,25.9,12,,
7/10/20,114.4,0,0,51,41,62,33.3,34.8,37.3,37.1,,25.5,10,,
7/11/20,114.4,0,0,52,44,64,32.4,34.1,36.9,36.9,,23.4,8,,
7/12/20,114.4,0,0,47,40,59,30.7,32.7,36.6,36.5,,22.1,4,,
7/13/20,114.4,0,0,49,39,61,29.6,32,36.3,36.1,,20,0,,
7/14/20,114.4,0,0,54,44,66,28.3,30.6,35.9,35.7,,18.5,0,,
7/15/20,114.4,0,0,57,48,68,26.5,29.1,35.4,35.4,,16.9,0,,
7/16/20,114.4,0,0,56,49,67,24.7,27.9,34.8,35.1,,14.9,0,,
7/17/20,114.4,0,0,49,44,55,23.1,26.6,34.4,34.8,,12.8,0,,
7/18/20,114.4,0,0,55,41,65,22.6,26.4,34,34.6,,11.7,0,,
7/19/20,114.4,0,0,60,50,72,20.7,24.7,33.5,34.5,,9.7,0,,
7/20/20,114.4,0,0,65,56,75,18,23.1,32.9,34.3,,7.3,0,,
7/21/20,114.4,0,0,60,50,72,14.6,20.5,32,34.1,,3.5,0,,
7/22/20,114.4,0,0,54,47,67,11,18.8,31.3,33.9,,2,0,,
7/23/20,114.4,0,0,50,42,62,9.3,17.2,30.7,33.7,,0,0,,
7/24/20,114.4,0,0,44,40,49,8.6,15.3,30,33.5,,0,0,,
7/25/20,114.4,0,0,53,41,63,7.9,16,29.9,33.1,,0,0,,
7/26/20,114.4,0,0,66,54,76,7.3,14,28.9,33.1,,0,0,,
7/27/20,114.4,0,0,70,60,83,6.1,11.5,27.6,32.8,,0,0,,
7/28/20,114.4,0,0,62,55,73,5.4,8,26.3,32.5,,0,0,,
7/29/20,114.4,0,0,65,55,78,5,8,25.3,32.2,,0,0,,
7/30/20,114.4,0,0,72,62,83,4.2,5.7,23.9,32.1,,0,0,,
7/31/20,114.4,0.2,0.2,64,51,73,4.9,5.9,22.9,31.8,,0,0,0,
8/1/20,114.6,0.2,0.2,54,48,63,3.9,5.7,20.9,31.5,,0,0,0,
8/2/20,114.8,0,0,55,47,66,3.6,5.4,20.6,31.4,,0,0,,
8/3/20,114.8,0,0,53,47,64,3.3,4.9,19.4,30.8,,0,0,,
8/4/20,114.8,0,0,58,46,69,3.2,5.4,18.6,30.6,,0,0,,
8/5/20,114.8,0,0,56,48,67,3.8,4.7,17.4,30.3,,0,0,,
8/6/20,114.8,0,0,45,41,49,2.9,4.1,16.4,29.6,,0,0,,
8/7/20,114.8,0,0,47,38,59,2.7,4.8,16.5,29.8,,0,0,,
8/8/20,114.8,0,0,47,44,52,3.1,5.2,15.8,29.4,,0,0,,
8/9/20,114.8,0,0,52,40,62,2.4,4.4,16,29.2,,0,0,,
8/10/20,114.8,0,0,58,47,69,3.7,4.8,15,28.8,,0,0,,
8/11/20,114.8,0,0,51,40,64,2.6,4.6,13.7,28.3,,0,0,,
8/12/20,114.8,0,0,42,37,51,2.8,3.9,13.2,27.6,,0,0,,
8/13/20,114.8,0,0,46,36,57,2.4,4.5,13.2,27.4,,0,0,,
8/14/20,114.8,0,0,57,44,68,3.2,3.9,12.6,26.9,,0,0,,
8/15/20,114.8,0,0,69,58,80,3.5,3.9,12.2,26,,0,0,,
8/16/20,114.8,0,0,72,65,85,3.2,3.7,11.4,24.8,,0,0,,
8/17/20,114.8,0,0,69,60,79,3,3.5,11.1,23.7,,0,0,,
8/18/20,114.8,0,0,62,51,71,2.7,4.3,10.9,22.2,,0,0,,
8/19/20,114.8,0,0,58,49,72,2.8,3.7,10.7,21.1,,0,0,,
8/20/20,114.8,0,0,55,51,64,2.2,3.7,9.8,19.5,,0,0,,
8/21/20,114.8,0.8,0.8,52,45,56,1.9,3.6,10.2,18.7,,0,0,0,
8/22/20,115.6,0,0,49,42,59,2.2,7,11.1,21.4,,0,0,,
8/23/20,115.6,0,0,56,49,66,2.4,5.9,12.7,23.4,,0,0,,
8/24/20,115.6,0,0,52,46,62,2.5,5.2,12.7,22.2,,0,0,,
8/25/20,115.6,0,0,51,44,61,2.7,3.9,12.7,21.5,,0,0,,
8/26/20,115.6,0,0,51,43,63,2.2,4,12.8,21.1,,0,0,,
8/27/20,115.6,0,0,52,44,62,3,4.2,12.4,20.5,,0,0,,
8/28/20,115.6,0,0,55,47,66,2.1,3.9,12.2,19.6,,0,0,,
8/29/20,115.6,0.1,0.1,46,40,57,2.4,3.3,11.4,18.5,,0,0,0,
8/30/20,115.7,0,0,47,38,58,1.5,4.2,11.8,18.3,,0,0,,
8/31/20,115.7,0,0,45,40,49,2,3.4,11.3,17.5,,0,0,,
9/1/20,115.7,0,0,56,47,68,1.7,4,11.2,17.3,,0,0,,
9/2/20,115.7,0,0,57,50,70,2,4,11,17,,0,0,,
9/3/20,115.7,0,0,64,53,73,2.6,3.7,11.2,16.4,,0,0,,
9/4/20,115.7,0,0,67,56,80,2.9,3,10.4,15.4,,0,0,,
9/5/20,115.7,0,0,56,50,64,2.1,3.2,11,14.8,,0,0,,
9/6/20,115.7,0,0,60,54,69,2.7,3.8,10.2,14.2,,0,0,,
9/7/20,115.7,0,0,56,46,66,2,3.9,10.3,13.2,,0,0,,
9/8/20,115.7,0,0,52,45,60,1.9,3.3,10,12.7,,0,0,,
9/9/20,115.7,0,0,60,52,69,1.9,3.1,9.6,11.6,,0,0,,
9/10/20,115.7,0,0,65,58,78,2,2.6,9.5,10.5,,0,0,,
9/11/20,115.7,0,0,60,51,69,2.3,2.5,9.2,10,,0,0,,
9/12/20,115.7,0,0,55,49,62,1.1,3.1,9.2,9.2,,0,0,,
9/13/20,115.7,0,0,59,51,69,1.9,3,9,9.1,,0,0,,
9/14/20,115.7,0,0,58,54,63,1.8,3.1,8.9,8.8,,0,0,,
9/15/20,115.7,0,0,60,55,67,2.2,2.6,8.6,8.4,,0,0,,
9/16/20,115.7,0,0,60,50,69,1.8,2.5,8.5,8.1,,0,0,,
9/17/20,115.7,0.1,0.1,57,49,68,1.9,3,8.8,8,,0,0,0,
9/18/20,115.8,0.1,0.1,49,46,52,1.5,3,8.5,7.8,,0,0,0,
9/19/20,115.9,0.3,0.3,47,45,52,1.2,2.3,8.4,8,,0,0,0,
9/20/20,116.2,0,0,47,43,56,2.1,2.3,8.6,7.7,,0,0,,
9/21/20,116.2,0,0,49,42,56,2.2,2.5,8.7,9.3,,0,0,,
9/22/20,116.2,0.2,0.2,48,45,56,1.6,2.5,8.7,11.9,,0,0,0,
9/23/20,116.4,2.6,2.6,46,42,48,1.7,2.5,8.5,12.7,,0,0,0,
9/24/20,119,0.8,0.8,42,40,45,1.9,15,29.9,34.9,,0,0,0,
9/25/20,119.8,1.4,1.4,41,37,45,2.1,14.3,32.9,35,,0,0,0,
9/26/20,121.2,0.1,0.1,40,36,43,0.8,20.4,34,35.5,,0,0,0,
9/27/20,121.3,0,0,45,35,56,2,20.7,34.5,35.6,,0,0,,
9/28/20,121.3,0,0,62,50,72,2.3,20.5,33.9,34.8,,0,0,,
9/29/20,121.3,0,0,64,58,75,2.3,19.6,33.3,34.1,,0,0,,
9/30/20,121.3,0,0,64,58,72,3,18.9,32.7,33.8,,0,0,,
10/1/20,0,0,0,64,60,73,2.6,17.7,32.1,33.4,,0,0,,
10/2/20,0,0,0,62,56,71,2.7,16.8,31.4,32.9,,0,0,,
10/3/20,0,0,0,57,48,66,2.8,15.8,30.5,32.7,,0,0,,
10/4/20,0,0,0,50,43,59,1.8,14.9,29.9,32.4,,0,0,,
10/5/20,0,0,0,55,45,64,2.5,14.7,29.3,32.1,,0,0,,
10/6/20,0,0,0,60,55,69,3.1,13.4,28.7,31.8,,0,0,,
10/7/20,0,0,0,58,51,66,2.7,12.9,28.4,31.5,,0,0,,
10/8/20,0,0.2,0.2,49,44,55,2.8,12.3,27.9,31.2,,0,0,0,
10/9/20,0.2,0,0,49,40,59,1.8,13,27.5,31,,0,0,,
10/10/20,0.2,2.2,2.2,37,33,45,2.8,12.4,27.1,30.8,,0,0,27,
10/11/20,2.4,3.2,3.2,38,32,45,3.2,21.2,34.1,35.2,,0.6,6,6,
10/12/20,5.6,0,0,37,32,45,2.7,27.6,36,36.8,,0.8,3,,
10/13/20,5.6,2,2,38,34,45,2.4,24.1,35,35.5,,0.2,0,10,
10/14/20,7.6,0.4,0.4,35,33,39,2.3,25,35.5,35.9,,0.4,0,25,
10/15/20,8,0,0,38,31,48,1.6,24.7,35.4,35.7,,0.5,0,,
10/16/20,8,1.2,1.2,43,38,47,1.5,24.1,34.8,35.3,,0.4,0,0,
10/17/20,9.2,0,0.1,38,36,42,3.2,26.1,35.8,36.3,,0.1,0,,
10/18/20,9.2,1.7,1.7,42,35,47,2.9,24.5,34.8,35.4,,0.2,0,0,
10/19/20,10.9,0,0,39,36,46,3.6,26.4,35.4,35.8,,0.2,0,,
10/20/20,10.9,0.3,0.3,35,33,38,5.1,25.1,35,35.3,,0.2,0,0,
10/21/20,11.2,0.2,0.2,31,25,34,5.1,25.4,34.9,35.2,,0.2,0,50,
10/22/20,11.4,0,0.3,29,24,39,5.4,24.8,34.6,35.1,,0.3,2,,
10/23/20,11.4,2.9,2.9,34,27,40,5.7,24.6,34.6,34.9,,0.6,2,7,
10/24/20,14.3,0,0.4,27,21,37,6.6,28.1,36.2,36.6,,0.8,1,,
10/25/20,14.3,0,2.8,24,17,33,7.1,26.1,35.3,35.6,,1.2,1,,
10/26/20,14.3,0,0,33,28,42,7,25.4,34.9,35.3,,4,1,,
10/27/20,14.3,0,0,39,33,48,7,24.8,34.6,35,,3.9,1,,
10/28/20,14.3,0,0,44,38,52,7.2,24.1,34.2,34.7,,2.9,1,,
10/29/20,14.3,0,0,46,41,56,7.2,24.2,34.2,34.5,,2.3,1,,
10/30/20,14.3,0.2,0.2,36,31,48,7.2,23.9,34.2,34.6,,2,1,0,
10/31/20,14.5,0,0,42,29,52,7.6,25.8,35.2,35,,1.6,1,,
11/1/20,14.5,0,0,54,47,64,8.3,25.1,34.8,35,,1.5,1,,
11/2/20,14.5,0,0,53,47,61,8.1,24.7,34.7,34.8,,1.1,1,,
11/3/20,14.5,2,2,47,40,53,8.9,24.6,34.6,34.9,,0.8,1,0,
11/4/20,16.5,1,1,46,44,47,10.2,31.4,37.2,37.8,,0.3,0,0,
11/5/20,17.5,1.1,1.1,37,33,46,11.4,27.9,36,36.1,,0,0,45,
